,EffectiveLength,Length,Name,NumReads,TPM,Unnamed: 0,count,deviation,mean,std
42247,1681.991,1881,ENST00000377754,154.907328,2.8342709999999998,,199,2.945229691140858,155.38722193516497,14.807937797184595
8871,1836.991,2036,ENST00000347275,209.617795,3.5116739999999997,,263,2.9450635120580246,208.94684108731505,18.353817733089343
92072,1962.991,2162,ENST00000355632,224.262673,3.5158620000000003,,270,2.944828360046738,223.81206714007504,15.684422727846828
84040,393.004,592,ENST00000566566,363.65765,28.476607,,423,2.94358028155369,363.98323903321,20.049312511238725
54111,542.999,742,ENST00000255695,97.0,5.497502,,125,2.943329141111748,96.41,9.713490618721986
60895,3292.991,3492,ENST00000379161,563.0,5.261516,,632,2.9431973060061742,562.53,23.603582355227356
46003,2097.991,2297,ENST00000519728,974.349191,14.292365,,1231,2.942345998988093,978.3098694553998,85.88049489472115
2721,3025.991,3225,ENST00000451934,1233.4292039999998,12.544103999999999,,1356,2.9422977723239665,1224.7806271903992,44.59758425672788
12284,527.999,727,ENST00000429009,106.915924,6.231634,,140,2.9421112453245213,106.059880680484,11.535974165984445
18693,654.998,854,ENST00000437613,287.0,13.484499,,338,2.9420884893242727,287.74,17.083102762671665
33318,4178.991,4378,ENST00000275364,323.833169,2.38475,,448,2.941938602370797,325.7104829721451,41.56766457644847
67043,375.005,574,ENST00000537564,157.0,12.884153999999999,,195,2.939872532369423,156.42,13.12301794557944
50864,1008.9910000000001,1208,ENST00000423540,281.544016,8.587212,,353,2.939632618351097,273.20232410611993,27.145458720158132
47357,2114.991,2314,ENST00000313655,490.0,7.129853999999999,,552,2.939478433998082,490.815,20.81491712690685
19568,7089.991,7289,ENST00000406961,71.692875,0.311188,,159,2.939048229388806,66.9854475075835,31.30760209115436
5698,2828.991,3028,ENST00000378209,153.990251,1.675154,,190,2.9383399206829464,152.91688073007992,12.620432036774355
32966,2695.991,2895,ENST00000514798,595.113209,6.793197,,691,2.937785546513369,597.7627399299851,31.737258759636507
17637,607.998,807,ENST00000476217,908.9843699999999,46.009442,,1008,2.9377580605498186,910.6274273019397,33.145198035755335
11938,1129.991,1329,ENST00000420791,249.94033,6.80698,,333,2.937424810799807,248.67634794381,28.706658889161567
63871,752.998,952,ENST00000293636,1.0,0.040869,,4,2.936990904150401,0.945,1.040180272837357
35704,2523.991,2723,ENST00000541662,163.848843,1.997785,,269,2.936744878426774,157.81297476695747,37.860634762596696
67736,2095.991,2295,ENST00000397620,13.880407,0.203801,,31,2.9359147092170406,11.206198073505256,6.74195400307573
86038,459.001,658,ENST00000586120,130.871845,8.774571,,168,2.9357406515961575,129.99317238105493,12.946248367777589
84486,3437.991,3637,ENST00000555427,92.0,0.8235239999999999,,123,2.935381817775352,92.2536367466865,10.474399979971041
18255,824.9910000000001,1024,ENST00000432781,360.19127000000003,13.436222,,417,2.934822095896583,359.09179753811,19.73141831760646
87736,165.013,364,ENST00000450261,254.086186,47.386744,,307,2.934480439348443,253.055458088545,18.382995908956392
9008,1965.991,2165,ENST00000370206,174.17646499999998,2.7264720000000002,,247,2.934115429930458,167.3973933710749,27.130018750084336
22119,3004.991,3204,ENST00000295228,1.0,0.010241,,4,2.9338369106849718,0.98,1.0293687385966221
6042,290.007,489,ENST00000412236,416.0,44.144596,,473,2.9337914065889046,415.67,19.5412665914981
10539,1747.991,1962,ENST00000361147,427.500945,7.526464,,506,2.9332763937692663,426.5296943373049,27.092675559487805
10079,1051.991,1251,ENST00000369102,159.999821,4.6805900000000005,,201,2.932367961350731,160.51552309426503,13.806069851849928
5693,718.998,918,ENST00000428079,69.822071,2.988532,,96,2.9322099843050897,70.27705104357247,8.772546677799975
17284,637.998,837,ENST00000462082,1847.0,89.092359,,1978,2.9316353131001955,1846.41,44.886210577414516
1044,696.998,896,ENST00000342422,210.65952799999997,9.301275,,287,2.93151723284951,210.35693881937001,26.144503031329947
55970,4487.991,4687,ENST00000278505,299.0,2.0502759999999998,,342,2.9314760808239373,297.485,15.18518274503142
83223,2084.991,2284,ENST00000540947,40.370657,0.595874,,80,2.9314466435933575,27.813647672665876,17.802252154712345
91342,686.998,886,ENST00000539164,63.13409300000001,2.828143,,93,2.931084837339485,63.785869660449016,9.967002649458738
27455,1735.991,1935,ENST00000553117,406.223657,7.201299000000001,,477,2.9309051111321254,406.4459590577901,24.07244119716891
52865,3238.991,3438,ENST00000532820,2210.1383100000003,20.999201,,2566,2.9307429562738045,2191.640611180401,127.73531981650345
26032,2113.991,2313,ENST00000326035,213.0,3.1007700000000002,,252,2.9304386899924495,212.985,13.313706283375788
68858,4743.991,4943,ENST00000321437,486.563109,3.156373,,565,2.930365220570059,488.0350911765501,26.264613121663213
81357,85.045,284,ENST00000563579,2355.901613,852.5105050000001,,2491,2.930073799250297,2354.0817601484,46.728597718812594
7669,12081.991000000002,12281,ENST00000562955,246.29040600000002,0.627339,,324,2.9300488705252543,233.58355217567987,30.858341215350325
41500,396.004,595,ENST00000479404,221.90901499999998,17.245192000000003,,269,2.9292050453456397,223.49950780314495,15.533392675652069
43619,542.999,742,ENST00000475178,19.628544,1.1124530000000001,,45,2.9290235101750186,19.76901082718241,8.61412996009375
47489,3987.991,4187,ENST00000318410,1489.915874,11.497425999999999,,1606,2.9284648609093527,1488.4864088334496,40.12805232365325
80189,422.00300000000004,621,ENST00000423653,66.64622,4.860182,,98,2.9275733302183395,66.5906730693235,10.728792548582884
26788,1172.991,1372,ENST00000380199,813.903026,21.353601,,901,2.926948011722368,812.3409232284247,30.290622319391222
18908,1142.991,1342,ENST00000415708,854.0,22.993665,,942,2.9268586133309964,852.0318413540549,30.738812676555707
50444,2135.991,2335,ENST00000345865,1191.398123,17.165267999999998,,1305,2.9268024621330397,1188.5256640745497,39.795762588146914
37604,1594.991,1794,ENST00000324607,386.0,7.4477,,442,2.9258280863081816,382.11187701339,20.468777118814604
23723,236.00900000000001,435,ENST00000433445,63.805769,8.320003,,101,2.925531940779668,64.186044629916,12.583679178793348
37553,10387.991,10587,ENST00000436367,563.956972,1.670734,,1055,2.9253034152466557,555.561279253155,170.73057042349
88141,368.005,567,ENST00000590738,137.986943,11.539235000000001,,170,2.9246985541567967,137.29869228430505,11.18108656675658
70504,624.998,824,ENST00000560496,1657.799314,81.629325,,1760,2.924438673637022,1654.2927347677492,36.14617266047382
92419,339.005,538,ENST00000585948,545.41561,49.512404,,613,2.9238179218675335,545.9883244946002,22.9192368663632
75230,1309.991,1509,ENST00000536205,140.573467,3.302389,,184,2.923556244517489,140.49472502383648,14.880943391374275
42597,1988.991,2188,ENST00000376588,719.0,11.124722,,799,2.9233448783572373,719.745,27.11106738953669
48293,5084.991,5284,ENST00000440408,898.0,5.4347449999999995,,990,2.9231622936170227,901.822221550615,30.165201104957035
69552,382.005,581,ENST00000563905,225.697619,18.182401000000002,,274,2.921972880925992,227.740192377525,15.831703272966369
37673,5271.991,5471,ENST00000259698,957.8369230000001,5.591263,,1097,2.9217342415194065,958.4517254548103,47.419875694491495
90259,2775.991,2975,ENST00000439461,1083.0,12.006142,,1173,2.921702185641754,1077.8542530500001,32.56517636108796
32006,3641.991,3841,ENST00000270861,1309.390807,11.064288000000001,,1585,2.921604429968582,1318.3227468957493,91.27767276390611
80548,469.001,668,ENST00000565223,172.065078,11.290476,,224,2.92144012396655,171.52877721706486,17.960738730353636
25439,2472.991,2672,ENST00000166345,234.18487000000002,2.9142669999999997,,286,2.9213932435820817,234.64440153793993,17.579146037556427
78547,2939.991,3139,ENST00000556440,868.8232199999999,9.094493,,947,2.9198352785019632,865.7652945210651,27.821674077659875
43147,1552.991,1752,ENST00000374762,60.0,1.188982,,81,2.9191698129540846,59.97,7.204102997597961
76440,496.001,695,ENST00000593016,99.718402,6.187085,,129,2.919017297154254,98.84872720363195,10.329254583644463
46632,403.004,602,ENST00000521045,473.0,36.119754,,539,2.9187607208885495,471.47,23.136531719339438
82,2600.991,2800,ENST00000476071,1608.348999,19.029813,,1841,2.918592830405783,1606.4567722798,80.36175011352668
41844,789.998,989,ENST00000494262,112.17197900000001,4.369697,,141,2.9181694651053145,110.97464862667998,10.289104773507878
91118,1732.991,1932,ENST00000335820,171.655501,3.048278,,243,2.917841105393956,171.9846965519001,24.338303863366708
50243,742.998,942,ENST00000372418,566.35902,23.458331,,647,2.91767687452973,564.6704584981652,28.217498044605996
58317,4805.991,5005,ENST00000355232,242.654345,1.553811,,289,2.917578282192628,242.75026205111496,15.852098375961067
56979,383.005,582,ENST00000526726,202.210018,16.247687,,248,2.917474616097102,203.70008040077002,15.184337630499387
72701,2574.991,2774,ENST00000555028,459.537957,5.492104,,521,2.916624079909748,461.82028618747523,20.290483857746942
10565,1603.991,1803,ENST00000368431,20.473736,0.392815,,35,2.915186272192154,19.511601231139508,5.313004838354143
81641,10499.991000000002,10699,ENST00000219689,321.0,0.940826,,376,2.914747814533341,323.52,18.004988197718987
21419,2611.991,2811,ENST00000440133,178.821916,2.106891,,242,2.913580028097467,178.59909918856007,21.760480302591844
48526,1176.991,1376,ENST00000412827,120.20512099999999,3.14299,,189,2.911266984937429,119.95032782299899,23.718083066326905
21624,3082.991,3282,ENST00000302217,98.09342600000001,0.979176,,156,2.9107465443381635,99.08215609091349,19.554379964755164
77694,1220.991,1420,ENST00000476342,61.246497999999995,1.5436969999999999,,88,2.91057811851598,59.13704082653398,9.916572583931336
57299,1107.991,1307,ENST00000381329,149.0,4.138502,,186,2.9104434230736023,149.220183788035,12.637186457699052
43707,3507.991,3707,ENST00000373425,328.711469,2.883696,,413,2.9084369407835733,329.6937346077749,28.642967713709904
75359,1190.991,1390,ENST00000470794,1.0,0.02584,,4,2.90812591462894,1.07,1.0075217119248603
28648,493.001,692,ENST00000517568,158.9294,9.920869999999999,,196,2.908016587661212,157.55797121012006,13.219329268268428
30968,4811.991,5011,ENST00000307428,1028.347034,6.5766990000000005,,1162,2.90783486166713,1026.1133139903102,46.731225284156196
71962,1033.991,1233,ENST00000395573,33.733545,1.004011,,70,2.9075056240251462,32.57634951752354,12.871394013218525
32572,247.00900000000001,446,ENST00000512251,50.0,6.229461,,74,2.9074733826661876,50.155,8.201278863689494
71580,1358.991,1558,ENST00000216797,238.186271,5.3937800000000005,,337,2.9074546140088318,237.52016732526994,34.21543785942926
32787,4334.991,4534,ENST00000503780,655.650853,4.654548,,792,2.9070615894647553,623.5760178922097,57.93615887539565
86638,2576.991,2776,ENST00000487416,998.2520699999999,11.921211,,1094,2.9069789816420757,996.2822951717499,33.61486458806523
44445,1987.991,2187,ENST00000371600,6.51652,0.100878,,18,2.9068448915009166,6.3372677835206535,4.012161863393208
58953,3363.991,3563,ENST00000351293,846.962443,7.748228,,946,2.906609861532961,828.9673077794806,40.264327789349664
15568,2617.991,2817,ENST00000479241,691.200708,8.125107,,766,2.9058407566755515,689.4134944463351,26.356057322729637
63870,1790.991,1990,ENST00000544402,466.492664,8.015756,,562,2.9057825285242807,467.06467602443473,32.67117309834565
1149,773.998,973,ENST00000436764,66.791572,2.6556740000000003,,91,2.90491572951112,66.63781497074,8.386537613385437
55055,983.9910000000001,1183,ENST00000398534,55.0,1.720144,,76,2.9042885299093606,54.54,7.389073013578903
67212,759.998,959,ENST00000537421,74.0,2.996486,,100,2.9039464827421178,73.007018885315,9.295274990466165
34347,463.001,662,ENST00000609439,95.0,6.314442,,122,2.9037140923158278,94.235,9.561891810724488
85274,1788.991,1988,ENST00000588525,122.170596,2.101608,,157,2.9031606186521124,120.63824218968655,12.524886696484463
66001,3149.991,3349,ENST00000548125,448.870809,4.385358999999999,,522,2.902946837973737,446.16620326821527,26.12304012591456
2083,2162.991,2362,ENST00000217121,63.159624,0.898624,,152,2.9019840874994856,60.476956475944505,31.538092823560916
60593,1343.991,1543,ENST00000241463,13.0,0.297673,,23,2.9019808676533425,13.125,3.4028480718362966
48645,2576.991,2776,ENST00000380579,376.927505,4.5013,,461,2.9017168976472667,379.32817670526026,28.146034287824513
69626,2769.991,2969,ENST00000569423,34.806092,0.386696,,75,2.9015824172507956,34.51686670798637,13.952088023186596
30302,1696.991,1896,ENST00000436901,70.0,1.2694379999999998,,93,2.901208630723297,69.765,8.00873117291372
67723,2378.991,2578,ENST00000338183,10.373495,0.134192,,28,2.9009869401941244,8.807651977029446,6.615799525690477
52645,6451.991,6651,ENST00000324559,708.0,3.377012,,787,2.9009380569513668,707.06,27.556603564300175
5981,1193.991,1393,ENST00000483738,89.896839,2.317056,,117,2.9005230378270612,90.31441941256404,9.20026500028339
27309,3440.991,3640,ENST00000513137,247.0,2.2090549999999998,,288,2.9005151983957407,247.62780623447006,13.918973356133277
75356,489.001,688,ENST00000483588,92.639025,5.830121,,120,2.900052613827807,92.41284912234103,9.512638062537228
81277,5620.991,5820,ENST00000287594,110.0,0.602244,,140,2.8997928987114796,109.46292715075498,10.530777167850209
14975,3349.991,3549,ENST00000395443,192.324481,1.766786,,232,2.8990411797027074,191.9139497698049,13.827347645439747
65799,391.005,590,ENST00000548070,235.96801000000002,18.572244,,279,2.8988376942176,232.5036828571299,16.039641417530113
77251,551.999,751,ENST00000588043,25.0,1.393781,,39,2.897723395532801,24.78,4.907300683675291
49900,2513.991,2713,ENST00000341864,781.0,9.560495,,859,2.8975194247629554,782.7,26.33286919422189
44695,2134.991,2334,ENST00000519699,31.066588,0.44780699999999996,,67,2.897354605339058,30.9330100557085,12.448248439396952
14014,3740.991,3940,ENST00000432376,1474.0,12.125618,,1593,2.8967778333849408,1479.72,39.10551879210913
19857,1636.991,1836,ENST00000306108,460.22892800000005,8.652084,,524,2.8966638111307987,461.8424583895048,21.458320904085216
66572,1123.991,1323,ENST00000446727,29.226201,0.800208,,48,2.8960790036543287,29.600470599424483,6.35325534191527
40051,1317.991,1517,ENST00000443043,277.954817,6.490151999999999,,360,2.8960741897567934,281.5070947785149,27.10320940641261
12543,1599.991,1799,ENST00000391905,65.498021,1.259806,,101,2.895812513865588,66.3120664034185,11.97865311738603
21792,7337.991,7537,ENST00000309863,406.746644,1.705846,,472,2.894632575354202,407.98272306757,22.115855904301256
15440,1810.991,2010,ENST00000288167,556.315837,9.453622,,641,2.8944949307426797,556.8741244011,29.06409498437599
19610,2274.991,2474,ENST00000406818,130.90014399999998,1.770735,,181,2.894416351504883,126.93814006486348,18.67798318200778
63584,659.998,859,ENST00000526209,200.236909,9.336721,,244,2.8942303425241893,202.02682999074,14.502359882196972
19972,2618.991,2818,ENST00000403368,808.5927839999999,9.501429,,902,2.893949710811066,807.8901844532551,32.51950619431098
51629,793.998,993,ENST00000436964,1.553822,0.060225,,6,2.8938687629265054,1.4340902982832855,1.5777874104765246
90117,3197.991,3397,ENST00000335624,70.0,0.673618,,95,2.8937825844220155,70.37,8.511351244074
86141,377.005,576,ENST00000595766,8.208839,0.670082,,17,2.8937816723190015,8.397469257415144,2.9727642637569858
78501,2927.991,3127,ENST00000412177,9.472762,0.099563,,19,2.893159013795187,9.491223451446347,3.286641523405322
81601,751.998,951,ENST00000567004,85.23484499999999,3.488136,,119,2.8925731325856816,84.355044404582,11.977209912217067
6182,412.00300000000004,611,ENST00000508310,5.590767,0.417603,,14,2.8923968263971447,4.754974940056737,3.1963197357878244
53737,2213.991,2413,ENST00000227525,674.703783,9.378435000000001,,859,2.8919970194994797,685.1167616388448,60.12566305868785
22999,2779.991,2979,ENST00000422440,118.021621,1.306506,,172,2.8915331908697124,119.12480695784502,18.286213421002174
80921,1698.991,1898,ENST00000587747,280.787545,5.086041000000001,,345,2.891446425856924,278.25331255158,23.08418611928409
870,318.007,517,ENST00000484354,18.730534,1.8126209999999998,,33,2.8913794937736457,18.489370761742354,5.018583437250324
16193,1239.991,1439,ENST00000491820,0.0,0.0,,4,2.8913301719928315,0.3640298961319193,1.2575423378098707
12899,639.998,839,ENST00000542034,12.0,0.577026,,21,2.8910611893278326,12.13,3.068077573986686
38421,1333.991,1533,ENST00000375356,8.788572,0.202749,,28,2.890950540577701,9.437615069508245,6.420858700260717
1543,2489.991,2689,ENST00000542325,4111.0,50.809249,,4296,2.889839228392763,4116.23,62.20761287816789
4747,547.999,747,ENST00000402630,111.36559199999999,6.254087999999999,,146,2.8889544276331662,112.31854859053699,11.658699454479526
48195,1882.991,2082,ENST00000544249,473.0,7.730472,,536,2.8887513116033223,473.33,21.69449469335481
28655,704.998,904,ENST00000524105,301.191061,13.147619,,347,2.888069114946941,300.27098403491004,16.180019973638494
73213,3016.991,3216,ENST00000428424,473.58025499999997,4.830729,,538,2.88759330214115,474.5731729688151,21.96529095151798
74116,1813.991,2013,ENST00000301324,325.029441,5.514177,,390,2.8874340385429655,326.4447377371749,22.01098325172335
54237,542.999,742,ENST00000468670,103.604515,5.871815,,136,2.8872954908887696,103.94306025264301,11.102756835424975
83952,910.9910000000001,1110,ENST00000567291,203.842546,6.886108999999999,,256,2.8872831173630296,205.43632743455495,17.512543976506574
86296,936.9910000000001,1136,ENST00000587230,434.953958,14.285684,,544,2.8866879003644605,434.96982352154015,37.76999116000527
5952,1193.991,1393,ENST00000538836,229.38457799999998,5.912298000000001,,299,2.886400056600559,226.70227290689996,25.04771538088461
6983,1153.991,1353,ENST00000263702,186.454818,4.97238,,253,2.8862112742730854,187.77331979566497,22.59941286549193
64686,408.004,607,ENST00000546632,85.0,6.411329,,111,2.8855792533507203,85.215,8.935814176671316
84479,657.998,857,ENST00000568409,232.205382,10.860269,,289,2.8855367902020266,234.24274460370495,18.97645373374751
78424,598.998,798,ENST00000578008,137.890345,7.084369000000001,,191,2.8847889107114995,139.0644898726265,18.00322718051638
28168,4405.991,4605,ENST00000517434,40.833132,0.285208,,63,2.8847652989387766,41.24469654113552,7.541446601173289
50684,5392.991,5592,ENST00000370766,431.026734,2.4596169999999997,,511,2.884429312124088,432.1555736516998,27.33449768274589
8779,2181.991,2381,ENST00000317336,498.904883,7.036519,,568,2.883956111188419,497.46422900367963,24.457990439824698
33314,1662.991,1862,ENST00000407112,21.0,0.38861799999999996,,35,2.8837010466468294,21.18,4.792452399346288
89428,606.998,806,ENST00000595554,12.100181,0.613476,,26,2.883479811899835,12.145169830109705,4.804899313916743
66161,361.005,560,ENST00000540772,45.555739,3.883493,,70,2.883431670442677,45.95172604230498,8.340157391003139
81382,539.999,739,ENST00000561858,124.238973,7.080396,,159,2.8830299936876886,124.25138782482809,12.052809804703038
46423,4009.991,4209,ENST00000396423,335.0,2.570955,,381,2.882400239736536,333.854999965685,16.3561601835782
65905,3871.991,4071,ENST00000229330,430.0,3.417647,,489,2.8822872911710133,429.035,20.80465753142791
7175,2531.991,2731,ENST00000609187,6.54475,0.079547,,13,2.8821991488147343,6.399995037581417,2.2899198222068544
73289,492.001,691,ENST00000556185,315.992087,19.765304999999998,,377,2.8819162615555274,314.8685411407897,21.559078481230593
91527,9457.991,9657,ENST00000389658,115.0,0.37419,,145,2.8818153730799088,115.415,10.266098333836476
77052,2326.991,2526,ENST00000412503,240.62827099999998,3.182329,,319,2.881464114751553,241.86216034856494,26.77036276680686
13099,639.998,839,ENST00000436239,33.049825,1.589218,,106,2.8812274737372867,31.84571144773351,25.737047570242613
34655,3148.991,3348,ENST00000359626,335.563903,3.2794190000000003,,389,2.881210328068269,336.1610847604048,18.339138494974613
55980,2346.991,2546,ENST00000536839,69.227432,0.9077370000000001,,94,2.881028242681505,68.8124431026565,8.742558134001591
23286,3572.991,3772,ENST00000428267,584.0,5.030069,,655,2.8809359635259866,585.49,24.127575510191654
88223,2562.991,2762,ENST00000328867,89.514565,1.07483,,116,2.8808065802942844,88.81332820787603,9.437173595093205
60449,3068.991,3268,ENST00000337963,351.269855,3.5223970000000002,,435,2.880492423939308,338.56605204155,33.47828557263439
46081,1903.991,2103,ENST00000447182,1132.513948,18.305085000000002,,1237,2.880411478971802,1134.4030797791497,35.61884160296206
85248,1440.991,1640,ENST00000390672,35.828841,0.7651819999999999,,52,2.880218304295387,35.31608830181898,5.792585816602729
58469,4072.991,4272,ENST00000282633,436.23501799999997,3.296098,,639,2.8799170144873596,442.456633310205,68.24619101907724
41571,2759.991,2959,ENST00000381883,340.0,3.791092,,395,2.8798928943278703,340.375,18.967719288306647
67687,4939.991,5139,ENST00000360553,1443.16022,8.99045,,1602,2.879698715596345,1441.8759277213496,55.604453136511864
63862,862.9910000000001,1062,ENST00000398453,43.766606,1.560737,,62,2.879435551163762,43.107803330375,6.561076410267098
20210,2703.991,2903,ENST00000398823,414.783966,4.720737000000001,,480,2.879272339038909,414.494915869275,22.75056903876983
32979,393.004,592,ENST00000509180,335.0,26.232539000000003,,384,2.8787377637556264,333.545,17.526778797029415
86129,2506.991,2706,ENST00000356109,162.561288,1.995526,,223,2.8787127728838446,163.3540403774801,20.71966338022936
31702,4744.991,4944,ENST00000332884,171.598942,1.112941,,223,2.8782261609110895,170.56558325798008,18.217615229173667
29218,353.005,552,ENST00000510761,39.771325,3.467224,,63,2.8770173810807624,39.800745956783004,8.063647510708506
43001,586.998,786,ENST00000602917,70.216126,3.6812300000000002,,100,2.87661536786352,65.4536440660725,12.00937612997086
39397,5916.991,6116,ENST00000350082,315.0,1.638335,,363,2.87641692277469,312.915,17.412288046089746
87319,1177.991,1397,ENST00000496398,481.514292,12.579412,,634,2.8759784355457954,484.8730346330151,51.8526020653851
20289,1753.991,1953,ENST00000238892,485.0,8.509567,,547,2.875699713204346,482.555,22.410198013404525
63284,4808.991,5008,ENST00000553202,255.0,1.631846,,302,2.875659712601855,256.085,15.966770963472865
58013,3857.991,4057,ENST00000319778,1027.0,8.192233,,1118,2.8753408419530695,1029.18,30.890250889236885
63119,1430.991,1630,ENST00000313737,14.678934,0.315683,,26,2.8752971316597478,14.839032473712152,3.881674489705781
57039,1853.991,2053,ENST00000533628,468.53219900000005,7.777228999999999,,566,2.875174305783902,466.81662098073497,34.49647515969407
18412,844.9910000000001,1060,ENST00000296254,77.991479,2.840457,,112,2.8750438234286735,79.1235121357365,11.43512582185832
76763,5558.991,5758,ENST00000423485,4052.8109689999997,22.436413,,4223,2.8747864062788433,4045.477980960398,61.75137695512784
46526,499.0,698,ENST00000519523,190.78874299999998,11.766438,,253,2.8746950256348978,189.00885915793003,22.260149432003505
13204,5664.991,5864,ENST00000264187,1661.97912,9.028578999999999,,1947,2.8739522322690063,1664.810171997899,98.18876766066151
32627,2402.991,2602,ENST00000507152,387.0,4.9562349999999995,,449,2.873106948700863,389.975,20.54396200833714
16101,2296.991,2496,ENST00000465413,968.0,12.969078999999999,,1058,2.8726636320273475,967.12,31.63614388638413
76094,58.726000000000006,257,ENST00000434242,33.0,17.293281,,48,2.8723157276374467,32.44,5.417231765394573
59999,7406.991,7606,ENST00000369252,952.6903890000001,3.958248,,1050,2.8722225868444036,950.2596547131454,34.72584114604965
48414,356.005,555,ENST00000445062,83.932292,7.255472,,117,2.8720665837897257,84.17684503725947,11.42841017266041
57349,1969.991,2169,ENST00000469435,110.037237,1.7189709999999998,,147,2.872018775640078,109.68435161725152,12.992828841946569
19928,2154.991,2354,ENST00000379343,143.421846,2.048156,,204,2.871856908707982,139.80735688398946,22.352312512983154
17305,4252.991,4452,ENST00000608374,125.0,0.9045,,156,2.8711316680313614,123.15,11.441481547422079
16477,1145.991,1345,ENST00000468801,12.063073,0.323944,,44,2.870862204648829,11.456386413537013,11.335832675551144
66101,375.005,574,ENST00000440112,90.195136,7.401835,,120,2.870665255084167,88.62404605837602,10.929854634236705
47943,220.01,419,ENST00000532400,245.11327000000003,34.286079,,298,2.8704564567463646,246.3522247845549,17.9928788308419
80358,1135.991,1335,ENST00000307394,45.0,1.219076,,65,2.869345281027487,45.315,6.860450058123008
21036,1942.991,2142,ENST00000272430,594.354253,9.413859,,754,2.869335482279923,599.4063500857401,53.87785808560194
16289,3013.991,3213,ENST00000334529,1021.455886,10.429674,,1123,2.868793737173938,1023.4100714878057,34.71491422394864
63819,2201.991,2401,ENST00000547688,215.74370299999998,3.015197,,259,2.867885976784936,215.52765256925002,15.15832490644728
82428,5403.991,5603,ENST00000455779,917.9272960000001,5.227412,,1066,2.8678858728874452,908.90634560406,54.776815172834944
42236,299.007,498,ENST00000541607,90.0,9.263047,,117,2.8665597025336536,89.87,9.464306630704646
75492,1751.991,1951,ENST00000540524,88.487806,1.554335,,173,2.8662398348275095,90.47589826011752,28.791764295903306
78120,3856.991,4056,ENST00000577267,288.349194,2.3007169999999997,,355,2.86554289820382,286.65884003240006,23.849288737026953
10890,3360.991,3560,ENST00000315174,175.10718,1.6033549999999999,,230,2.8653724540203886,175.45941977904502,19.034377239311205
68393,3909.991,4109,ENST00000560355,367.0,2.888573,,425,2.8653294686578556,368.05,19.875550306846858
83460,378.005,577,ENST00000565744,58.0,4.721976000000001,,82,2.8652728753186443,58.66,8.14582101448344
27208,1267.991,1467,ENST00000502322,1572.0,38.153071000000004,,1685,2.865200365423928,1574.85,38.444082769653896
10929,1235.991,1435,ENST00000368170,192.0,4.780563,,233,2.8651150059238533,191.49016219678,14.488018008839122
52140,9553.991,9753,ENST00000299550,443.17467,1.4275229999999999,,556,2.8646579364936775,446.18074353368996,38.33590568259193
59810,3051.991,3251,ENST00000420222,25.837016000000002,0.260527,,52,2.864522733992639,21.75071216779551,10.559974781572889
91396,4954.991,5154,ENST00000261606,95.494412,0.5931,,176,2.8642801983817083,94.49347494385921,28.456198210702716
5406,836.9910000000001,1036,ENST00000330388,29.0,1.066278,,44,2.8642601561612784,28.75,5.324237034543072
57498,963.9910000000001,1163,ENST00000356708,6490.212686999999,207.194926,,6860,2.8626014297128095,6484.791689237703,131.0724947132928
80815,4000.991,4200,ENST00000246949,34.554623,0.265786,,54,2.862131405393904,35.016357170806494,6.632694359671045
67009,1552.991,1752,ENST00000420698,145.055644,2.874477,,187,2.86211912099561,143.86906432429498,15.06958091272651
36626,261.007,460,ENST00000463142,21.613068,2.548337,,41,2.8603072058800625,20.54494615467571,7.151348569578091
9937,6726.991,6926,ENST00000369238,805.5781,3.6853589999999996,,892,2.8602360711991133,805.0909809882204,30.385260813574817
32973,4964.991,5164,ENST00000362004,281.0,1.74173,,331,2.860091025806067,281.34499976335997,17.361335631842568
39959,7829.991,8029,ENST00000369244,449.97148300000003,1.768548,,521,2.8600520317699534,450.6127829839848,24.610467304140553
74207,181.011,380,ENST00000571958,130.178992,22.132363,,166,2.859970848370957,130.95147939648908,12.254852395951728
54695,722.998,922,ENST00000329819,49.769296000000004,2.118446,,74,2.858775058839312,47.504308908027994,9.268197233653455
83365,1048.991,1248,ENST00000219255,47.332699,1.3886180000000001,,75,2.8583871305359874,48.01880893846152,9.439306094440445
69959,319.007,518,ENST00000451195,160.268343,15.461122,,202,2.8579754135641298,160.39916088394008,14.556052133485732
54702,764.998,964,ENST00000526296,40.0,1.6091360000000001,,60,2.8577063088474124,40.53,6.8131563903964505
72399,502.0,701,ENST00000557779,5.197591,0.318633,,13,2.857575223071609,4.8504216548392005,2.8519208451145563
72949,385.005,584,ENST00000554324,710.0,56.752538,,793,2.857340620703436,714.825,27.359356260701745
72469,2628.991,2828,ENST00000409675,426.999104,4.998399,,495,2.8572576223791932,426.0139680463754,24.144141365937113
35726,152.013,351,ENST00000333432,87.999999,17.815358,,115,2.8560649420907716,88.78499920536902,9.178713133686795
6220,3764.991,3964,ENST00000358432,37.0,0.30243400000000004,,54,2.8560338156405667,37.0,5.952310475773253
59568,1232.991,1432,ENST00000543866,433.489867,10.819624000000001,,543,2.8558365912532957,435.95684279802015,37.48224164149515
70287,368.005,567,ENST00000557398,126.817048,10.605146000000001,,159,2.8555304351914814,125.85249403413899,11.608178136486318
72768,467.001,666,ENST00000405431,121.98696000000001,8.038757,,160,2.8548810832211204,119.72294853823756,14.108136306790906
4759,350.005,549,ENST00000411695,3172.0,278.901993,,3344,2.854625755091746,3175.91,58.88337541275978
